fileName,objectName,frequency,extension
SOULIC1848-002Ha.fit,SOULIC1848-002,Hydrogen Alpha,fit
SOULIC1848-001Ha.fit,SOULIC1848-001,Hydrogen Alpha,fit
RR-001Ha.fit,RR-001,Hydrogen Alpha,fit
PK164-Ha.fit,PK164-,Hydrogen Alpha,fit
PK164-007Ha.fit,PK164-007,Hydrogen Alpha,fit
PK164-006Ha.fit,PK164-006,Hydrogen Alpha,fit
Pel-012Ha.fit,Pel-012,Hydrogen Alpha,fit
Pel-011Ha.fit,Pel-011,Hydrogen Alpha,fit
Pel-010Ha.fit,Pel-010,Hydrogen Alpha,fit
Pel-009Ha.fit,Pel-009,Hydrogen Alpha,fit
Pel-008Ha.fit,Pel-008,Hydrogen Alpha,fit
Pel-007Ha.fit,Pel-007,Hydrogen Alpha,fit
Pel-006Ha.fit,Pel-006,Hydrogen Alpha,fit
Pel-005Ha.fit,Pel-005,Hydrogen Alpha,fit
Pel-004Ha.fit,Pel-004,Hydrogen Alpha,fit
Pel-003Ha.fit,Pel-003,Hydrogen Alpha,fit
Pel-002Ha.fit,Pel-002,Hydrogen Alpha,fit
NGC896-600sHa.fit,NGC896-600s,Hydrogen Alpha,fit
NGC7000Ha.fit,Unknown,Hydrogen Alpha,fit
ngc6543-006Ha.fit,ngc6543-006,Hydrogen Alpha,fit
ngc6543-005Ha.fit,ngc6543-005,Hydrogen Alpha,fit
ngc6543-004Ha.fit,ngc6543-004,Hydrogen Alpha,fit
ngc6543-003Ha.fit,ngc6543-003,Hydrogen Alpha,fit
ngc6543-002Ha.fit,ngc6543-002,Hydrogen Alpha,fit
ngc6543-001Ha.fit,ngc6543-001,Hydrogen Alpha,fit
NGC1499-2Ha.fit,NGC1499-2,Hydrogen Alpha,fit
N-004Ha.fit,N-004,Hydrogen Alpha,fit
N-003Ha.fit,N-003,Hydrogen Alpha,fit
N-002Ha.fit,N-002,Hydrogen Alpha,fit
N-001Ha.fit,N-001,Hydrogen Alpha,fit
M97-001Ha.fit,M97-001,Hydrogen Alpha,fit
M82Ha-012Ha.fit,M82Ha-012,Hydrogen Alpha,fit
M82Ha-010Ha.fit,M82Ha-010,Hydrogen Alpha,fit
M82Ha-008Ha.fit,M82Ha-008,Hydrogen Alpha,fit
M82Ha-007Ha.fit,M82Ha-007,Hydrogen Alpha,fit
M82Ha-005Ha.fit,M82Ha-005,Hydrogen Alpha,fit
M82Ha-003Ha.fit,M82Ha-003,Hydrogen Alpha,fit
M82Ha-002Ha.fit,M82Ha-002,Hydrogen Alpha,fit
M82Ha-001Ha.fit,M82Ha-001,Hydrogen Alpha,fit
M27MF-002Ha.fit,M27MF-002,Hydrogen Alpha,fit
M27MF-001Ha.fit,M27MF-001,Hydrogen Alpha,fit
M27-005Ha.fit,M27-005,Hydrogen Alpha,fit
M27-004Ha.fit,M27-004,Hydrogen Alpha,fit
M27-003Ha.fit,M27-003,Hydrogen Alpha,fit
M27-002Ha.fit,M27-002,Hydrogen Alpha,fit
M27-001Ha.fit,M27-001,Hydrogen Alpha,fit
IC443-Ha.fit,IC443-,Hydrogen Alpha,fit
IC417-012Ha.fit,IC417-012,Hydrogen Alpha,fit
IC417-011Ha.fit,IC417-011,Hydrogen Alpha,fit
IC417-010Ha.fit,IC417-010,Hydrogen Alpha,fit
IC417-009Ha.fit,IC417-009,Hydrogen Alpha,fit
IC417-008Ha.fit,IC417-008,Hydrogen Alpha,fit
IC1848Ha.fit,Unknown,Hydrogen Alpha,fit
IC1396-Ha.fit,IC1396-,Hydrogen Alpha,fit
IC1396-006Ha.fit,IC1396-006,Hydrogen Alpha,fit
IC1396-005Ha.fit,IC1396-005,Hydrogen Alpha,fit
IC1396-004Ha.fit,IC1396-004,Hydrogen Alpha,fit
IC1396-003Ha.fit,IC1396-003,Hydrogen Alpha,fit
IC1396-002Ha.fit,IC1396-002,Hydrogen Alpha,fit
IC1396-001Ha.fit,IC1396-001,Hydrogen Alpha,fit
Heart-004Ha.fit,Heart-004,Hydrogen Alpha,fit
Heart-003Ha.fit,Heart-003,Hydrogen Alpha,fit
Heart-002Ha.fit,Heart-002,Hydrogen Alpha,fit
Heart-001Ha.fit,Heart-001,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha.fit,Unknown,Hydrogen Alpha,fit
Ha,Unknown,Hydrogen Alpha,fit
GroupHa.fit,Group,Hydrogen Alpha,fit
Crescent600-Ha.fit,Crescent600-,Hydrogen Alpha,fit
Claw-003Ha.fit,Claw-003,Hydrogen Alpha,fit
Claw-002Ha.fit,Claw-002,Hydrogen Alpha,fit
Claw-001Ha.fit,Claw-001,Hydrogen Alpha,fit
CaveFS78-003Ha.fit,CaveFS78-003,Hydrogen Alpha,fit
CaveFS78-002Ha.fit,CaveFS78-002,Hydrogen Alpha,fit
CaveFS78-001Ha.fit,CaveFS78-001,Hydrogen Alpha,fit
BubbleHa.fit,Unknown,Hydrogen Alpha,fit
Bubble-002Ha.fit,Bubble-002,Hydrogen Alpha,fit
Bubble-001Ha.fit,Bubble-001,Hydrogen Alpha,fit
Broom-005Ha.fit,Broom-005,Hydrogen Alpha,fit
Broom-004Ha.fit,Broom-004,Hydrogen Alpha,fit
Broom-003Ha.fit,Broom-003,Hydrogen Alpha,fit
Broom-002Ha.fit,Broom-002,Hydrogen Alpha,fit
Broom-001Ha.fit,Broom-001,Hydrogen Alpha,fit
7000-Ha.fit,7000-,Hydrogen Alpha,fit
6995-007Ha.fit,6995-007,Hydrogen Alpha,fit
6995-003Ha.fit,6995-003,Hydrogen Alpha,fit
6995-002Ha.fit,6995-002,Hydrogen Alpha,fit
6995-001Ha.fit,6995-001,Hydrogen Alpha,fit
6992-006Ha.fit,6992-006,Hydrogen Alpha,fit
6992-005Ha.fit,6992-005,Hydrogen Alpha,fit
6992-004Ha.fit,6992-004,Hydrogen Alpha,fit
6992-003Ha.fit,6992-003,Hydrogen Alpha,fit
6992-002Ha.fit,6992-002,Hydrogen Alpha,fit
6992-001Ha.fit,6992-001,Hydrogen Alpha,fit
6888Crescent-003Ha.fit,6888Crescent-003,Hydrogen Alpha,fit
6888Crescent-002Ha.fit,6888Crescent-002,Hydrogen Alpha,fit
6888Crescent-001Ha.fit,6888Crescent-001,Hydrogen Alpha,fit
6888-003Ha.fit,6888-003,Hydrogen Alpha,fit
6888-002Ha.fit,6888-002,Hydrogen Alpha,fit
6888-001Ha.fit,6888-001,Hydrogen Alpha,fit
6820-009Ha.fit,6820-009,Hydrogen Alpha,fit
6820-008Ha.fit,6820-008,Hydrogen Alpha,fit
6820-007Ha.fit,6820-007,Hydrogen Alpha,fit
6820-006Ha.fit,6820-006,Hydrogen Alpha,fit
6820-005Ha.fit,6820-005,Hydrogen Alpha,fit
6820-004Ha.fit,6820-004,Hydrogen Alpha,fit
6820-003Ha.fit,6820-003,Hydrogen Alpha,fit
6820-002Ha.fit,6820-002,Hydrogen Alpha,fit
6820-001Ha.fit,6820-001,Hydrogen Alpha,fit
6543-020Ha.fit,6543-020,Hydrogen Alpha,fit
6543-019Ha.fit,6543-019,Hydrogen Alpha,fit
6543-018Ha.fit,6543-018,Hydrogen Alpha,fit
6543-017Ha.fit,6543-017,Hydrogen Alpha,fit
6543-016Ha.fit,6543-016,Hydrogen Alpha,fit
6543-015Ha.fit,6543-015,Hydrogen Alpha,fit
6543-014Ha.fit,6543-014,Hydrogen Alpha,fit
6543-013Ha.fit,6543-013,Hydrogen Alpha,fit
6543-012Ha.fit,6543-012,Hydrogen Alpha,fit
6543-011Ha.fit,6543-011,Hydrogen Alpha,fit
6543-010Ha.fit,6543-010,Hydrogen Alpha,fit
6543-009Ha.fit,6543-009,Hydrogen Alpha,fit
6543-008Ha.fit,6543-008,Hydrogen Alpha,fit
6543-007Ha.fit,6543-007,Hydrogen Alpha,fit
6543-006Ha.fit,6543-006,Hydrogen Alpha,fit
6543-005Ha.fit,6543-005,Hydrogen Alpha,fit
6543-004Ha.fit,6543-004,Hydrogen Alpha,fit
6543-003Ha.fit,6543-003,Hydrogen Alpha,fit
6543-003Ha.fit,6543-003,Hydrogen Alpha,fit
6543-002Ha.fit,6543-002,Hydrogen Alpha,fit
6543-002Ha.fit,6543-002,Hydrogen Alpha,fit
6543-001Ha.fit,6543-001,Hydrogen Alpha,fit
6543-001Ha.fit,6543-001,Hydrogen Alpha,fit
5070-005Ha.fit,5070-005,Hydrogen Alpha,fit
5070-004Ha.fit,5070-004,Hydrogen Alpha,fit
5070-003Ha.fit,5070-003,Hydrogen Alpha,fit
5070-002Ha.fit,5070-002,Hydrogen Alpha,fit
5070-001Ha.fit,5070-001,Hydrogen Alpha,fit
-500sHa.fit,-500s,Hydrogen Alpha,fit
410-007Ha.fit,410-007,Hydrogen Alpha,fit
410-006Ha.fit,410-006,Hydrogen Alpha,fit
410-005Ha.fit,410-005,Hydrogen Alpha,fit
410-004Ha.fit,410-004,Hydrogen Alpha,fit
410-003Ha.fit,410-003,Hydrogen Alpha,fit
410-002Ha.fit,410-002,Hydrogen Alpha,fit
410-001Ha.fit,410-001,Hydrogen Alpha,fit
300sHa,300s,Hydrogen Alpha,fit
1848Soul-004Ha.fit,1848Soul-004,Hydrogen Alpha,fit
1848Soul-003Ha.fit,1848Soul-003,Hydrogen Alpha,fit
1848Soul-002Ha.fit,1848Soul-002,Hydrogen Alpha,fit
1848Soul-001Ha.fit,1848Soul-001,Hydrogen Alpha,fit
155-006Ha.fit,155-006,Hydrogen Alpha,fit
155-005Ha.fit,155-005,Hydrogen Alpha,fit
155-004Ha.fit,155-004,Hydrogen Alpha,fit
155-003Ha.fit,155-003,Hydrogen Alpha,fit
155-002Ha.fit,155-002,Hydrogen Alpha,fit
trio-001L.fit,trio-001,Luminescence,fit
totL.fit,tot,Luminescence,fit
totL.fit,tot,Luminescence,fit
TL,Unknown,Luminescence,fit
TL,Unknown,Luminescence,fit
stackL.fit,Unknown,Luminescence,fit
stackL,Unknown,Luminescence,fit
RR-004L.fit,RR-004,Luminescence,fit
RR-003L.fit,RR-003,Luminescence,fit
RR-002L.fit,RR-002,Luminescence,fit
RR-001L.fit,RR-001,Luminescence,fit
RR-001L.fit,RR-001,Luminescence,fit
pk64-300L.fit,pk64-300,Luminescence,fit
Pacman-300sL.fit,Pacman-300s,Luminescence,fit
M51-L.fit,M51-,Luminescence,fit
M51-600L.fit,M51-600,Luminescence,fit
M106-005L.fit,M106-005,Luminescence,fit
M101-L.fit,M101-,Luminescence,fit
M101-3-300sL,M101-3-300s,Luminescence,fit
M100sL,M100s,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
L.fit,Unknown,Luminescence,fit
ic410-300sL.fit,ic410-300s,Luminescence,fit
Group18-L.fit,Group18-,Luminescence,fit
Group10-L.fit,Group10-,Luminescence,fit
combined-L.fit,combined-,Luminescence,fit
B2-L.fit,B2-,Luminescence,fit
B1L.fit,Unknown,Luminescence,fit
allL.fit,all,Luminescence,fit
6--sL,6--s,Luminescence,fit
60sL,60s,Luminescence,fit
600sL.fit,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
600sL,600s,Luminescence,fit
50sL,50s,Luminescence,fit
40sL.fit,40s,Luminescence,fit
30sL,30s,Luminescence,fit
30sL,30s,Luminescence,fit
300sL.fit,300s,Luminescence,fit
300sL.fit,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
300sL,300s,Luminescence,fit
2-001L.fit,2-001,Luminescence,fit
WizardOIII.fit,Wizard Nebula,Oxygen III,fit
Wizard3-002OIII.fit,Wizard3-002,Oxygen III,fit
Wizard3-001OIII.fit,Wizard3-001,Oxygen III,fit
Wizard2-002OIII.fit,Wizard2-002,Oxygen III,fit
Wizard2-001OIII.fit,Wizard2-001,Oxygen III,fit
wizard-003OIII.fit,wizard-003,Oxygen III,fit
wizard-002OIII.fit,wizard-002,Oxygen III,fit
wizard-001OIII.fit,wizard-001,Oxygen III,fit
Veil-OIII.fit,Veil-,Oxygen III,fit
Veil300-SII-Ha-OIII.fit,Veil300-SII-Ha-,Oxygen III,fit
Veil300-OIII.fit,Veil300-,Oxygen III,fit
Veil200-OIII.fit,Veil200-,Oxygen III,fit
Veil-002OIII.fit,Veil-002,Oxygen III,fit
Veil-001OIII.fit,Veil-001,Oxygen III,fit
TulipOIII.fit,Tulip,Oxygen III,fit
Tulipchanged-007OIII.fit,Tulipchanged-007,Oxygen III,fit
Tulipchanged-006OIII.fit,Tulipchanged-006,Oxygen III,fit
Tulipchanged-005OIII.fit,Tulipchanged-005,Oxygen III,fit
Tulipchanged-004OIII.fit,Tulipchanged-004,Oxygen III,fit
Tulipchanged-003OIII.fit,Tulipchanged-003,Oxygen III,fit
tulip-002OIII.fit,tulip-002,Oxygen III,fit
tulip-001OIII.fit,tulip-001,Oxygen III,fit
TadpolesOIII.fit,Tadpoles,Oxygen III,fit
Soul-IC1848-OIII.fit,Soul-IC1848-,Oxygen III,fit
SOULIC1848-007OIII.fit,SOULIC1848-007,Oxygen III,fit
SOULIC1848-006OIII.fit,SOULIC1848-006,Oxygen III,fit
SOULIC1848-005OIII.fit,SOULIC1848-005,Oxygen III,fit
SOULIC1848-004OIII.fit,SOULIC1848-004,Oxygen III,fit
SOULIC1848-003OIII.fit,SOULIC1848-003,Oxygen III,fit
SOULIC1848-002OIII.fit,SOULIC1848-002,Oxygen III,fit
SOULIC1848-001OIII.fit,SOULIC1848-001,Oxygen III,fit
SII-Ha-OIII.fit,SII-Ha-,Oxygen III,fit
RGBSIIHaOIII.fit,RGBSIIHa,Oxygen III,fit
PTriangle-005OIII.fit,PTriangle-005,Oxygen III,fit
PTriangle-004OIII.fit,PTriangle-004,Oxygen III,fit
PTriangle-003OIII.fit,PTriangle-003,Oxygen III,fit
PTriangle-002OIII.fit,PTriangle-002,Oxygen III,fit
PTriangle-001OIII.fit,PTriangle-001,Oxygen III,fit
PK164-OIII.fit,PK164-,Oxygen III,fit
PK164-007OIII.fit,PK164-007,Oxygen III,fit
PK164-006OIII.fit,PK164-006,Oxygen III,fit
PK164-005OIII.fit,PK164-005,Oxygen III,fit
pacman-007OIII.fit,pacman-007,Oxygen III,fit
pacman-006OIII.fit,pacman-006,Oxygen III,fit
pacman-005OIII.fit,pacman-005,Oxygen III,fit
pacman-004OIII.fit,pacman-004,Oxygen III,fit
pacman-003OIII.fit,pacman-003,Oxygen III,fit
pacman-002OIII.fit,pacman-002,Oxygen III,fit
pacman-001OIII.fit,pacman-001,Oxygen III,fit
OIII.fit,Unknown,Oxygen III,fit
OIII.fit,Unknown,Oxygen III,fit
OIII.fit,Unknown,Oxygen III,fit
NGC7637-003OIII.fit,NGC7637-003,Oxygen III,fit
NGC7637-002OIII.fit,NGC7637-002,Oxygen III,fit
NGC7637-001OIII.fit,NGC7637-001,Oxygen III,fit
NGC7635-006OIII.fit,NGC7635-006,Oxygen III,fit
NGC7635-005OIII.fit,NGC7635-005,Oxygen III,fit
NGC7635-004OIII.fit,NGC7635-004,Oxygen III,fit
NGC7635-003OIII.fit,NGC7635-003,Oxygen III,fit
NGC7635-002OIII.fit,NGC7635-002,Oxygen III,fit
NGC7635-001OIII.fit,NGC7635-001,Oxygen III,fit
ngc7000OIII,ngc7000,Oxygen III,fit
NGC7000-009OIII.fit,NGC7000-009,Oxygen III,fit
NGC7000-008OIII.fit,NGC7000-008,Oxygen III,fit
NGC7000-007OIII.fit,NGC7000-007,Oxygen III,fit
NGC7000-006OIII.fit,NGC7000-006,Oxygen III,fit
NGC7000-005OIII.fit,NGC7000-005,Oxygen III,fit
NGC7000-004OIII.fit,NGC7000-004,Oxygen III,fit
NGC7000-003OIII.fit,NGC7000-003,Oxygen III,fit
NGC7000-002OIII.fit,NGC7000-002,Oxygen III,fit
NGC7000-001OIII.fit,NGC7000-001,Oxygen III,fit
NGC6992-002OIII.fit,NGC6992-002,Oxygen III,fit
NGC6992-001OIII.fit,NGC6992-001,Oxygen III,fit
NGC6888-004OIII.fit,NGC6888-004,Oxygen III,fit
NGC6820-006OIII.fit,NGC6820-006,Oxygen III,fit
NGC6820-005OIII.fit,NGC6820-005,Oxygen III,fit
NGC6820-004OIII.fit,NGC6820-004,Oxygen III,fit
NGC6820-003OIII.fit,NGC6820-003,Oxygen III,fit
NGC6820-002OIII.fit,NGC6820-002,Oxygen III,fit
NGC6820-001OIII.fit,NGC6820-001,Oxygen III,fit
ngc6543-006OIII.fit,ngc6543-006,Oxygen III,fit
ngc6543-005OIII.fit,ngc6543-005,Oxygen III,fit
ngc6543-004OIII.fit,ngc6543-004,Oxygen III,fit
ngc6543-003OIII.fit,ngc6543-003,Oxygen III,fit
ngc6543-002OIII.fit,ngc6543-002,Oxygen III,fit
ngc6543-001OIII.fit,ngc6543-001,Oxygen III,fit
NGC2264-004OIII.fit,NGC2264-004,Oxygen III,fit
NGC2264-003OIII.fit,NGC2264-003,Oxygen III,fit
NGC2264-002OIII.fit,NGC2264-002,Oxygen III,fit
NGC2264-001OIII.fit,NGC2264-001,Oxygen III,fit
NGC1499-006OIII.fit,NGC1499-006,Oxygen III,fit
NGC1499-005OIII.fit,NGC1499-005,Oxygen III,fit
NGC1499-004OIII.fit,NGC1499-004,Oxygen III,fit
NGC1499-003OIII.fit,NGC1499-003,Oxygen III,fit
NGC1499-002OIII.fit,NGC1499-002,Oxygen III,fit
NGC1499-001OIII.fit,NGC1499-001,Oxygen III,fit
m97-300sOIII.fit,m97-300s,Oxygen III,fit
M97-001OIII.fit,M97-001,Oxygen III,fit
M57f8-004OIII.fit,M57f8-004,Oxygen III,fit
M57f8-003OIII.fit,M57f8-003,Oxygen III,fit
M57f8-002OIII.fit,M57f8-002,Oxygen III,fit
M57f8-001OIII.fit,M57f8-001,Oxygen III,fit
M27-OIII.fit,M27-,Oxygen III,fit
M27OIII,Unknown,Oxygen III,fit
M27MF-001OIII.fit,M27MF-001,Oxygen III,fit
M27-005OIII.fit,M27-005,Oxygen III,fit
M27-004OIII.fit,M27-004,Oxygen III,fit
M27-003OIII.fit,M27-003,Oxygen III,fit
M27-002OIII.fit,M27-002,Oxygen III,fit
M27-001OIII.fit,M27-001,Oxygen III,fit
IC443-OIII.fit,IC443-,Oxygen III,fit
IC443-005OIII.fit,IC443-005,Oxygen III,fit
IC443-004OIII.fit,IC443-004,Oxygen III,fit
IC443-003OIII.fit,IC443-003,Oxygen III,fit
IC443-002OIII.fit,IC443-002,Oxygen III,fit
IC443-001OIII.fit,IC443-001,Oxygen III,fit
IC417OIII,Unknown,Oxygen III,fit
IC417-007OIII.fit,IC417-007,Oxygen III,fit
IC417-006OIII.fit,IC417-006,Oxygen III,fit
IC417-005OIII.fit,IC417-005,Oxygen III,fit
IC417-004OIII.fit,IC417-004,Oxygen III,fit
IC417-003OIII.fit,IC417-003,Oxygen III,fit
IC417-002OIII.fit,IC417-002,Oxygen III,fit
IC417-001OIII.fit,IC417-001,Oxygen III,fit
IC410RR-001OIII.fit,IC410RR-001,Oxygen III,fit
IC410OIII,Unknown,Oxygen III,fit
IC410-007OIII.fit,IC410-007,Oxygen III,fit
IC410-006OIII.fit,IC410-006,Oxygen III,fit
IC410-005OIII.fit,IC410-005,Oxygen III,fit
IC410-004OIII.fit,IC410-004,Oxygen III,fit
IC410-003OIII.fit,IC410-003,Oxygen III,fit
IC410-002OIII.fit,IC410-002,Oxygen III,fit
IC410-001OIII.fit,IC410-001,Oxygen III,fit
IC4053rd-012OIII.fit,IC4053rd-012,Oxygen III,fit
IC4053rd-011OIII.fit,IC4053rd-011,Oxygen III,fit
IC4053rd-010OIII.fit,IC4053rd-010,Oxygen III,fit
IC4053rd-009OIII.fit,IC4053rd-009,Oxygen III,fit
IC4053rd-008OIII.fit,IC4053rd-008,Oxygen III,fit
IC4053rd-007OIII.fit,IC4053rd-007,Oxygen III,fit
IC4053rd-006OIII.fit,IC4053rd-006,Oxygen III,fit
IC4053rd-005OIII.fit,IC4053rd-005,Oxygen III,fit
IC4053rd-004OIII.fit,IC4053rd-004,Oxygen III,fit
IC4053rd-003OIII.fit,IC4053rd-003,Oxygen III,fit
IC4053rd-002OIII.fit,IC4053rd-002,Oxygen III,fit
IC4053rd-001OIII.fit,IC4053rd-001,Oxygen III,fit
IC4052nd-011OIII.fit,IC4052nd-011,Oxygen III,fit
IC4052nd-010OIII.fit,IC4052nd-010,Oxygen III,fit
IC4052nd-009OIII.fit,IC4052nd-009,Oxygen III,fit
IC4052nd-008OIII.fit,IC4052nd-008,Oxygen III,fit
IC4052nd-007OIII.fit,IC4052nd-007,Oxygen III,fit
IC4052nd-006OIII.fit,IC4052nd-006,Oxygen III,fit
IC4052nd-005OIII.fit,IC4052nd-005,Oxygen III,fit
IC4052nd-004OIII.fit,IC4052nd-004,Oxygen III,fit
IC4052nd-003OIII.fit,IC4052nd-003,Oxygen III,fit
IC4052nd-002OIII.fit,IC4052nd-002,Oxygen III,fit
IC4052nd-001OIII.fit,IC4052nd-001,Oxygen III,fit
IC1848R-006OIII.fit,IC1848R-006,Oxygen III,fit
IC1848R-005OIII.fit,IC1848R-005,Oxygen III,fit
IC1848R-004OIII.fit,IC1848R-004,Oxygen III,fit
IC1848R-003OIII.fit,IC1848R-003,Oxygen III,fit
IC1848R-002OIII.fit,IC1848R-002,Oxygen III,fit
IC1848R-001OIII.fit,IC1848R-001,Oxygen III,fit
IC1848OIII.fit,Unknown,Oxygen III,fit
IC1805-002OIII.fit,IC1805-002,Oxygen III,fit
IC1805-001OIII.fit,IC1805-001,Oxygen III,fit
IC1396-OIII.fit,IC1396-,Oxygen III,fit
IC1396-006OIII.fit,IC1396-006,Oxygen III,fit
IC1396-005OIII.fit,IC1396-005,Oxygen III,fit
IC1396-004OIII.fit,IC1396-004,Oxygen III,fit
IC1396-003OIII.fit,IC1396-003,Oxygen III,fit
IC1396-002OIII.fit,IC1396-002,Oxygen III,fit
IC1396-001OIII.fit,IC1396-001,Oxygen III,fit
HeartOIII,Unknown,Oxygen III,fit
HeartOIII,Unknown,Oxygen III,fit
Heart-015OIII.fit,Heart-015,Oxygen III,fit
Heart-014OIII.fit,Heart-014,Oxygen III,fit
Heart-013OIII.fit,Heart-013,Oxygen III,fit
Heart-012OIII.fit,Heart-012,Oxygen III,fit
Heart-011OIII.fit,Heart-011,Oxygen III,fit
Heart-010OIII.fit,Heart-010,Oxygen III,fit
Heart-009OIII.fit,Heart-009,Oxygen III,fit
Heart-008OIII.fit,Heart-008,Oxygen III,fit
Heart-007OIII.fit,Heart-007,Oxygen III,fit
Heart-006OIII.fit,Heart-006,Oxygen III,fit
Heart-005OIII.fit,Heart-005,Oxygen III,fit
Heart-004OIII.fit,Heart-004,Oxygen III,fit
Heart-003OIII.fit,Heart-003,Oxygen III,fit
Heart-002OIII.fit,Heart-002,Oxygen III,fit
Heart-001OIII.fit,Heart-001,Oxygen III,fit
HaOIII,Unknown,Oxygen III,fit
ET-004OIII.fit,ET-004,Oxygen III,fit
ET-003OIII.fit,ET-003,Oxygen III,fit
ET-002OIII.fit,ET-002,Oxygen III,fit
ET-001OIII.fit,ET-001,Oxygen III,fit
ClawOIII,Unknown,Oxygen III,fit
Claw-003OIII.fit,Claw-003,Oxygen III,fit
Claw-002OIII.fit,Claw-002,Oxygen III,fit
Claw-001OIII.fit,Claw-001,Oxygen III,fit
CED214-013OIII.fit,CED214-013,Oxygen III,fit
CED214-012OIII.fit,CED214-012,Oxygen III,fit
CED214-011OIII.fit,CED214-011,Oxygen III,fit
CED214-010OIII.fit,CED214-010,Oxygen III,fit
CED214-009OIII.fit,CED214-009,Oxygen III,fit
CED214-008OIII.fit,CED214-008,Oxygen III,fit
CED214-007OIII.fit,CED214-007,Oxygen III,fit
CED214-006OIII.fit,CED214-006,Oxygen III,fit
CED214-005OIII.fit,CED214-005,Oxygen III,fit
CED214-004OIII.fit,CED214-004,Oxygen III,fit
CED214-003OIII.fit,CED214-003,Oxygen III,fit
CED214-002OIII.fit,CED214-002,Oxygen III,fit
CED214-001OIII.fit,CED214-001,Oxygen III,fit
CaveOIII.fit,Unknown,Oxygen III,fit
CaveFS78-003OIII.fit,CaveFS78-003,Oxygen III,fit
CaveFS78-002OIII.fit,CaveFS78-002,Oxygen III,fit
CaveFS78-001OIII.fit,CaveFS78-001,Oxygen III,fit
Cave2-006OIII.fit,Cave2-006,Oxygen III,fit
Cave2-005OIII.fit,Cave2-005,Oxygen III,fit
Cave2-004OIII.fit,Cave2-004,Oxygen III,fit
Cave2-003OIII.fit,Cave2-003,Oxygen III,fit
Cave2-002OIII.fit,Cave2-002,Oxygen III,fit
Cave2-001OIII.fit,Cave2-001,Oxygen III,fit
Cave07-006OIII.fit,Cave07-006,Oxygen III,fit
Cave07-005OIII.fit,Cave07-005,Oxygen III,fit
Cave07-004OIII.fit,Cave07-004,Oxygen III,fit
Cave07-003OIII.fit,Cave07-003,Oxygen III,fit
Cave07-002OIII.fit,Cave07-002,Oxygen III,fit
Cave-008OIII.fit,Cave-008,Oxygen III,fit
Cave-007OIII.fit,Cave-007,Oxygen III,fit
Cave-006OIII.fit,Cave-006,Oxygen III,fit
Cave-005OIII.fit,Cave-005,Oxygen III,fit
Cave-004OIII.fit,Cave-004,Oxygen III,fit
Cave-003OIII.fit,Cave-003,Oxygen III,fit
Cave-002OIII.fit,Cave-002,Oxygen III,fit
Cave-001OIII.fit,Cave-001,Oxygen III,fit
CatseyeOIII,Catseye,Oxygen III,fit
CatseyeN-002OIII.fit,CatseyeN-002,Oxygen III,fit
CatseyeN-001OIII.fit,CatseyeN-001,Oxygen III,fit
BubbleOIII.fit,Unknown,Oxygen III,fit
Bubble-001OIII.fit,Bubble-001,Oxygen III,fit
Broom-005OIII.fit,Broom-005,Oxygen III,fit
Broom-004OIII.fit,Broom-004,Oxygen III,fit
Broom-003OIII.fit,Broom-003,Oxygen III,fit
Broom-002OIII.fit,Broom-002,Oxygen III,fit
Broom-001OIII.fit,Broom-001,Oxygen III,fit
aNGC7635-006OIII.fit,aNGC7635-006,Oxygen III,fit
aNGC7635-005OIII.fit,aNGC7635-005,Oxygen III,fit
aNGC7635-004OIII.fit,aNGC7635-004,Oxygen III,fit
